# grammar\trule\tfamily\tconstructionCoverage\tdependencyKnowledge\trationale
COBOL	compilationUnit	GRAMMAR_INFRASTRUCTURE	MODELED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	programUnit	GRAMMAR_INFRASTRUCTURE	MODELED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	endProgramStatement	GRAMMAR_INFRASTRUCTURE	MODELED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	identificationDivision	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	identificationDivisionBody	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	programIdParagraph	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	authorParagraph	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	installationParagraph	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	dateWrittenParagraph	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	dateCompiledParagraph	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	securityParagraph	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	remarksParagraph	PROGRAM_STRUCTURE	PRESERVED_UNINTERPRETED	NOT_DEPENDENCY_BEARING	Program and compilation structure is explicitly cataloged for deterministic frontend coverage.
COBOL	environmentDivision	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	environmentDivisionBody	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	configurationSection	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	configurationSectionParagraph	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	sourceComputerParagraph	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	objectComputerParagraph	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	objectComputerClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	memorySizeClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	diskSizeClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	collatingSequenceClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	collatingSequenceClauseAlphanumeric	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	collatingSequenceClauseNational	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	segmentLimitClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	characterSetClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	specialNamesParagraph	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	specialNameClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	alphabetClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	alphabetClauseFormat1	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	alphabetLiterals	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	alphabetThrough	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	alphabetAlso	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	alphabetClauseFormat2	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	channelClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	classClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	classClauseThrough	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	classClauseFrom	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	classClauseTo	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	currencySignClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	decimalPointClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	defaultComputationalSignClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	defaultDisplaySignClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	environmentSwitchNameClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	environmentSwitchNameSpecialNamesStatusPhrase	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	odtClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	reserveNetworkClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	symbolicCharactersClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	symbolicCharacters	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	inputOutputSection	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	inputOutputSectionParagraph	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	fileControlParagraph	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	fileControlEntry	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	selectClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	fileControlClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	assignClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	reserveClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	organizationClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	paddingCharacterClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	recordDelimiterClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
COBOL	accessModeClause	ENVIRONMENT_DECLARATION	PRESERVED_UNINTERPRETED	DEPENDENCY_UNKNOWN	Environment declaration is only partially represented by the current semantic model.
